-477.362810 -1.737989 0.701154 -1.870964 -0.364508 -1.192449 0.168684 -1.748156 1.197899 -0.067989 -1.462501 0.009872 0.088174 -0.502829 0.846953 -0.017238 -0.025842 -0.083293 0.266875 -0.775473 -0.613920 -0.085391 0.284714 0.434966 0.961374 -1.879975 0.503737 0.355464 0.921560 -1.377631 0.394634 0.762905 -0.744548 0.576775 1.813606 -0.390005 1.273843 0.954400 -0.537376 -0.279125 -0.165683 -0.166983 -0.004372 0.456328 -1.599972 -1.123454 0.429331 -1.025440 0.488454 -0.066177 1.040176 -0.229136 -0.053174 1.159558 -0.440362 2.349234 0.635153 -0.942794 0.222642 0.261083 -0.337058 -1.053705 -0.719102 -1.218341 0.070174 -0.465557 -1.660831 -1.314838 1.342981 0.642921 1.321629 1.438079 -0.228318 -0.430622 -0.116294 -0.685390 -1.118769 0.781166 0.642245 0.860125 0.241193 0.396013 1.118282 -0.514381 0.753502 -0.555700 -1.112172 0.083053 -0.832808 0.910159 -0.181156 -1.598365 1.330628 -2.304676 -0.921264 -0.027782 0.070278 0.898356 0.999378 -0.023453
-477.591204 -0.957994 0.816387 0.742847 -0.360066 0.521799 0.444785 0.241444 -1.018925 -0.793464 -0.111032 0.793505 0.116320 -0.430326 -1.127573 0.744913 0.753226 0.022742 0.706733 1.145566 1.100069 -0.456046 0.202501 0.149111 0.796662 0.671411 0.137698 1.171887 2.046027 1.341666 0.942059 -0.674414 -1.480302 -1.348518 0.740244 1.226004 -0.299459 0.617253 1.626403 0.573684 0.699971 1.432522 1.257855 0.190750 0.841574 -1.296677 1.294488 -1.230782 -1.472441 -0.284429 -0.826992 -0.351193 1.990366 -0.864283 -1.798724 -1.296459 0.509531 -0.538521 -2.551507 -1.426731 -0.688841 -1.534270 0.799931 1.073272 -0.034758 0.296034 0.627293 -0.288169 0.384275 0.067564 0.381139 2.611045 0.333183 0.946510 -1.056974 -0.677803 -2.399677 0.205223 0.089037 0.225404 0.658443 -0.848164 -0.221370 0.297911 -1.000955 -2.031796 -1.544757 -2.496483 0.240300 1.319031 1.590506 1.037712 0.073492 0.848993 0.891715 0.830045 0.146703 -0.098159 0.669775 0.494998
-478.732065 1.434966 -0.542198 -0.767895 -0.753443 -0.997365 -0.400860 -0.774108 1.602763 0.687920 0.715197 -0.633579 -1.655121 1.374248 -0.357280 1.043459 -0.454870 0.365139 0.654632 0.570938 -0.232440 -0.412302 0.417026 1.354994 -0.180751 -0.111718 -1.710220 2.337532 0.306786 0.912539 -0.034764 -0.970737 -0.863928 -1.256451 0.987275 -1.171794 -1.275546 -1.063844 2.852306 0.217997 -0.147159 -2.062844 -0.224245 -1.094394 -0.426401 -0.460418 -1.175929 1.265124 1.547270 -0.883828 0.960798 0.133890 0.190530 -0.289316 0.194117 1.477710 -0.033824 1.979471 0.597601 -0.161962 0.659732 -0.158287 -0.559158 -0.199251 -0.917453 -1.614432 -0.147017 -2.243479 2.173730 0.145461 0.141161 0.501294 0.421796 1.658027 0.380994 1.345153 1.390260 0.441139 -0.327179 0.922301 -0.634689 0.550725 -0.682594 0.579130 -0.683464 0.942687 -0.795966 0.090920 0.582232 0.467003 0.290626 -0.101912 -1.495398 -0.409449 0.048991 0.101322 0.452153 -0.557782 0.977969 -1.100555
-478.506804 1.821926 -0.618810 0.582117 -0.459422 -0.676848 0.007317 0.198048 0.047715 -1.766193 1.063294 -0.057982 1.224203 -0.316179 1.089940 0.096863 -0.250863 0.872120 -0.850723 1.103201 -0.099769 0.466097 1.269656 0.139017 -1.166456 -1.412289 0.979026 -0.409996 -1.045012 0.386435 -0.078319 0.064202 -2.712948 1.743145 -1.613936 -0.646807 0.764531 -0.718796 -1.196806 1.104136 -1.165240 -0.634614 -1.475418 -0.935224 0.573770 0.238792 -0.971995 -0.048666 1.413524 -0.449370 1.204279 -0.350559 -1.590625 -0.870553 -1.242645 1.606204 0.091893 0.337580 0.416648 1.182701 0.703194 1.039420 1.360637 0.693515 -0.502978 -0.773485 -0.340323 -0.132472 0.033651 2.132208 -3.112027 1.759753 -0.206916 -0.167226 -0.123983 1.549223 0.388379 1.257745 1.711743 -0.114207 -2.820569 -0.462376 -1.869149 -1.044241 0.870916 0.135337 1.334251 -2.376806 0.302867 -0.089779 0.942302 -0.291428 0.004087 1.196358 0.225772 -0.488866 0.052644 -1.778518 -0.151836 0.042930
-476.706066 -1.418161 -0.240527 0.605535 -0.631858 0.909931 -0.218462 -1.404409 -0.427797 -0.332219 1.261062 1.312200 -0.377057 0.182257 0.576374 0.585542 0.913141 -0.929109 -0.623547 -0.150913 0.818943 -0.232696 -0.608042 -0.685858 -0.882143 -0.510196 0.701557 0.001806 -1.751928 0.793396 0.859383 -3.130820 0.764032 -0.184232 0.124451 -0.854449 0.158456 -1.708591 -1.282266 0.994963 -1.876158 1.336164 -0.879882 0.157764 1.137253 -2.024937 -0.083395 -1.918190 -0.617640 0.522803 -0.368290 0.676910 0.145097 0.639080 -0.563744 -0.388926 0.126910 -0.246686 0.167888 0.821512 0.511628 1.662375 -0.546415 -0.373755 0.064216 -1.097089 -0.449617 -1.221884 1.556318 0.134451 0.718533 0.354921 -0.477735 -0.369072 2.224115 -0.531838 -0.062179 -0.022833 2.239477 -0.900262 0.349752 0.581876 -0.918933 0.718530 -0.430620 0.684125 -0.779140 0.151028 0.061095 0.926378 -0.145182 0.167936 -0.473163 1.571410 0.162186 1.229596 0.255763 0.197854 -0.465564 -1.207610
-478.174826 -0.167001 -0.542737 1.784738 0.177167 1.563123 0.029318 0.275944 0.018446 1.462929 -1.110279 -0.823636 -0.276552 0.069884 -0.133236 0.112128 -0.846620 -0.499982 -1.106294 -0.033621 0.378663 -0.224854 0.084200 0.331655 0.458417 -0.394849 2.222309 -1.374450 -0.194897 -0.354247 -0.323782 0.257751 0.608487 0.135776 -1.443764 0.111497 1.165343 -0.863296 -1.705204 -0.224467 -0.148543 -0.993203 2.765499 -0.249280 0.055948 0.646383 -1.480868 -0.184725 0.455215 0.551315 0.628161 -0.503303 2.129530 2.158838 -2.955130 -1.456274 -1.376739 -0.127534 -0.466774 1.423725 0.506220 0.172543 -0.313024 -0.394746 1.063074 -0.259906 -0.900034 -0.765905 -1.028185 -0.462095 0.974713 0.789243 1.126641 -1.661213 1.728824 -2.390134 -0.211962 0.383378 -0.739812 -0.665526 -0.821001 0.539340 -0.689966 -0.805089 -0.151590 2.432860 -0.797384 0.815304 0.769327 -0.649679 1.222314 1.517387 -0.057471 0.243088 0.466733 -0.873708 0.841066 0.602057 0.441297 0.647674
-479.067987 1.343840 -0.393241 -0.782880 0.407367 1.234409 -0.418866 0.191707 -0.619025 1.979500 -0.848443 0.435609 0.082002 1.329148 -1.929559 0.192765 -0.018543 -0.255711 1.124647 1.091136 -0.850868 -0.557969 0.484314 -2.820785 2.109912 0.341789 0.140736 -0.902756 1.784313 1.034215 1.867835 -2.122251 0.653400 0.351792 -1.970059 -2.287843 1.972985 -0.341556 -0.885401 0.676412 -0.109704 -2.608072 -0.855239 0.275099 -0.155472 -0.678138 -0.408547 -0.307787 0.144501 0.736200 -0.677763 1.059160 0.803445 0.467437 0.723452 0.609195 0.091277 1.604444 0.102943 -1.287573 0.042280 -1.847181 -2.355071 1.921908 0.827849 -0.548172 0.654474 -1.123041 0.762892 0.141724 -0.731858 0.522532 -0.501101 -0.194028 -1.985728 -0.223151 0.929410 -1.537932 -0.009710 -0.617066 -0.637767 -0.937314 1.172379 -2.105710 0.611505 -0.046138 0.041758 2.390776 0.128681 -0.496028 0.105633 -0.912757 0.091131 1.045482 -0.507866 -0.142334 -1.938308 0.439397 0.274243 0.653831
-478.118268 1.320258 1.151501 0.170546 -3.867050 -0.428223 0.370154 0.492631 -2.547184 -0.422903 0.551305 -1.284454 -0.363958 0.009993 0.145016 -1.064311 0.425153 0.561948 1.466803 -2.239383 -1.967479 0.317254 0.250680 0.622936 1.830293 0.565293 -0.580119 0.020165 0.842647 1.843360 1.193603 0.466340 0.106580 0.840944 -0.199075 0.843569 -1.709615 -0.811563 -0.896853 0.716804 0.883771 0.402687 1.449830 0.970451 0.703532 0.169927 2.000616 -1.161781 -0.052439 0.533385 -0.527118 -0.464691 0.010293 -0.010495 -0.872954 -0.858434 2.131642 -0.711779 0.627838 -1.668931 0.979851 -0.445050 -0.407927 0.656165 -1.399942 -0.939933 -0.403900 0.414860 -1.227230 0.528117 0.436006 0.246761 1.447987 -0.332874 -1.446505 1.252046 0.231306 0.078903 1.938111 -0.821176 0.793686 0.998604 1.705090 -0.696374 -1.086650 -1.507174 0.311348 -1.427352 -0.087355 -0.808663 -1.478820 0.176856 1.091888 0.686612 -0.750073 0.976619 1.394953 2.061412 -0.222022 -1.124549
-478.337456 0.508898 -1.782199 1.054349 1.317986 0.395110 0.431869 0.154987 0.593553 0.209100 -1.112335 -0.403098 2.127352 1.159986 1.541751 -1.141993 0.596841 0.087931 -1.383752 -0.767012 0.216886 0.021972 1.358788 0.101660 -0.479916 -1.626554 2.906978 -0.756850 -0.305235 1.688493 -1.940445 -0.037791 -0.012710 -0.720008 -0.192147 -0.533160 -2.647027 0.847404 0.730172 -0.503818 -1.746755 0.581255 1.614610 1.362932 0.127200 2.546523 1.804447 -1.112173 -0.061825 0.291054 0.333431 -1.114918 0.522018 -2.533433 0.380061 -0.278189 -0.708563 -0.994060 -0.500009 -0.413108 -1.377899 0.458308 0.571245 -1.583529 -0.026395 -1.363179 0.790593 0.832278 0.397657 0.661709 -1.280250 0.107758 2.060383 1.095454 1.448818 0.346436 -0.439541 -1.009522 -0.515799 0.635865 0.581092 0.111727 1.235095 -0.500073 0.896990 0.834063 0.004197 0.616436 -0.114371 -1.046113 0.881357 -0.074166 0.993300 -0.877820 0.174237 1.056596 -1.984544 1.439461 2.218790 -0.196090
-478.902830 0.417225 -0.606825 -0.353337 0.974688 1.036871 2.574844 1.594681 0.755548 0.414424 -0.761112 1.164832 1.260486 1.761509 -0.110906 0.749877 -0.556410 0.921040 0.691440 -1.233548 -0.265139 -1.875305 0.875484 0.366011 -0.315199 1.142421 0.301569 -0.063325 -0.472943 -0.528759 -1.383711 -1.121092 1.002415 -0.429482 0.837503 0.486037 -0.542639 -0.026719 -1.404963 -0.023054 -0.083778 -1.145950 -1.538084 0.416238 0.520673 -0.092902 1.637271 -1.111982 -1.305733 0.084963 -0.161151 1.789882 -2.070327 -0.387718 -1.215210 -0.434532 -1.091989 -0.752749 0.030376 -0.809882 0.874531 0.637550 1.700035 -0.802509 1.054112 0.736685 0.738670 0.746604 0.298653 0.487420 -0.741320 -0.554289 -0.734187 1.159455 -0.607849 0.398666 -0.344283 -1.147779 2.127821 -0.861522 -1.825856 -1.402801 -0.392504 -2.181242 -0.638909 -0.466955 -0.424580 -1.111967 1.003513 2.722032 1.045860 -1.457364 1.950290 -0.030363 2.207410 -1.094268 0.070910 1.262710 1.006147 3.292775
